"GeneID","Module"
"ENSG00000074603","black"
"ENSG00000074695","yellow"
"ENSG00000074706","turquoise"
"ENSG00000074800","turquoise"
"ENSG00000074966","turquoise"
"ENSG00000075151","blue"
"ENSG00000075292","turquoise"
"ENSG00000075407","blue"
"ENSG00000075413","red"
"ENSG00000075415","turquoise"
"ENSG00000075420","turquoise"
"ENSG00000075426","blue"
"ENSG00000075539","blue"
"ENSG00000075624","yellow"
"ENSG00000075711","turquoise"
"ENSG00000075785","turquoise"
"ENSG00000075790","yellow"
"ENSG00000075826","blue"
"ENSG00000075884","turquoise"
"ENSG00000076043","brown"
"ENSG00000076108","turquoise"
"ENSG00000076201","turquoise"
"ENSG00000076242","turquoise"
"ENSG00000076321","blue"
"ENSG00000076513","turquoise"
"ENSG00000076641","turquoise"
"ENSG00000076662","blue"
"ENSG00000076685","blue"
"ENSG00000076770","turquoise"
"ENSG00000076928","blue"
"ENSG00000076984","turquoise"
"ENSG00000077044","brown"
"ENSG00000077097","blue"
"ENSG00000077147","turquoise"
"ENSG00000077150","turquoise"
"ENSG00000077157","turquoise"
"ENSG00000077232","brown"
"ENSG00000077238","yellow"
"ENSG00000077254","blue"
"ENSG00000077380","turquoise"
"ENSG00000077420","turquoise"
"ENSG00000077458","turquoise"
"ENSG00000077549","pink"
"ENSG00000077684","brown"
"ENSG00000077984","turquoise"
"ENSG00000078043","brown"
"ENSG00000078061","blue"
"ENSG00000078140","blue"
"ENSG00000078142","blue"
"ENSG00000078304","turquoise"
"ENSG00000078369","turquoise"
"ENSG00000078403","turquoise"
"ENSG00000078596","blue"
"ENSG00000078618","turquoise"
"ENSG00000078674","turquoise"
"ENSG00000078687","blue"
"ENSG00000078747","turquoise"
"ENSG00000078808","blue"
"ENSG00000078902","green"
"ENSG00000079246","brown"
"ENSG00000079263","blue"
"ENSG00000079277","turquoise"
"ENSG00000079308","turquoise"
"ENSG00000079332","yellow"
"ENSG00000079387","turquoise"
"ENSG00000079459","turquoise"
"ENSG00000079785","brown"
"ENSG00000079805","turquoise"
"ENSG00000079950","turquoise"
"ENSG00000080189","turquoise"
"ENSG00000080345","turquoise"
"ENSG00000080371","pink"
"ENSG00000080503","turquoise"
"ENSG00000080546","red"
"ENSG00000080802","black"
"ENSG00000080815","brown"
"ENSG00000080824","brown"
"ENSG00000080845","turquoise"
"ENSG00000081019","turquoise"
"ENSG00000081059","turquoise"
"ENSG00000081087","brown"
"ENSG00000081154","yellow"
"ENSG00000081189","brown"
"ENSG00000081237","blue"
"ENSG00000081320","turquoise"
"ENSG00000081692","turquoise"
"ENSG00000081791","yellow"
"ENSG00000082074","blue"
"ENSG00000082146","red"
"ENSG00000082153","blue"
"ENSG00000082269","turquoise"
"ENSG00000082512","blue"
"ENSG00000082701","turquoise"
"ENSG00000082805","blue"
"ENSG00000082898","turquoise"
"ENSG00000082996","turquoise"
"ENSG00000083168","blue"
"ENSG00000083223","pink"
"ENSG00000083312","turquoise"
"ENSG00000083520","turquoise"
"ENSG00000083642","blue"
"ENSG00000083799","turquoise"
"ENSG00000083812","green"
"ENSG00000083844","turquoise"
"ENSG00000083845","blue"
"ENSG00000083896","blue"
"ENSG00000083937","brown"
"ENSG00000084070","blue"
"ENSG00000084090","yellow"
"ENSG00000084092","turquoise"
"ENSG00000084093","turquoise"
"ENSG00000084110","yellow"
"ENSG00000084112","blue"
"ENSG00000084207","turquoise"
"ENSG00000084234","turquoise"
"ENSG00000084463","brown"
"ENSG00000084623","turquoise"
"ENSG00000084676","turquoise"
"ENSG00000084733","yellow"
"ENSG00000084754","turquoise"
"ENSG00000085117","turquoise"
"ENSG00000085224","red"
"ENSG00000085265","turquoise"
"ENSG00000085274","turquoise"
"ENSG00000085514","turquoise"
"ENSG00000085662","black"
"ENSG00000085719","turquoise"
"ENSG00000085832","turquoise"
"ENSG00000086061","turquoise"
"ENSG00000086062","turquoise"
"ENSG00000086102","blue"
"ENSG00000086232","red"
"ENSG00000086300","turquoise"
"ENSG00000086506","pink"
"ENSG00000086589","brown"
"ENSG00000086730","turquoise"
"ENSG00000086758","blue"
"ENSG00000087074","turquoise"
"ENSG00000087086","blue"
"ENSG00000087087","pink"
"ENSG00000087191","yellow"
"ENSG00000087206","blue"
"ENSG00000087253","turquoise"
"ENSG00000087263","turquoise"
"ENSG00000087266","brown"
"ENSG00000087269","pink"
"ENSG00000087274","blue"
"ENSG00000087302","turquoise"
"ENSG00000087338","green"
"ENSG00000087365","blue"
"ENSG00000087448","black"
"ENSG00000087460","red"
"ENSG00000087470","green"
"ENSG00000088179","turquoise"
"ENSG00000088205","blue"
"ENSG00000088247","turquoise"
"ENSG00000088726","green"
"ENSG00000088826","pink"
"ENSG00000088832","turquoise"
"ENSG00000088833","turquoise"
"ENSG00000088888","turquoise"
"ENSG00000088930","pink"
"ENSG00000088986","turquoise"
"ENSG00000088992","pink"
"ENSG00000089006","turquoise"
"ENSG00000089009","turquoise"
"ENSG00000089022","turquoise"
"ENSG00000089041","turquoise"
"ENSG00000089053","turquoise"
"ENSG00000089127","magenta"
"ENSG00000089157","blue"
"ENSG00000089159","turquoise"
"ENSG00000089220","brown"
"ENSG00000089248","turquoise"
"ENSG00000089280","turquoise"
"ENSG00000089289","blue"
"ENSG00000089327","turquoise"
"ENSG00000089351","turquoise"
"ENSG00000089597","blue"
"ENSG00000089639","yellow"
"ENSG00000089693","turquoise"
"ENSG00000089737","turquoise"
"ENSG00000089775","turquoise"
"ENSG00000089820","brown"
"ENSG00000089902","blue"
"ENSG00000089916","turquoise"
"ENSG00000090006","brown"
"ENSG00000090013","pink"
"ENSG00000090060","blue"
"ENSG00000090061","yellow"
"ENSG00000090097","blue"
"ENSG00000090238","turquoise"
"ENSG00000090266","blue"
"ENSG00000090273","green"
"ENSG00000090316","turquoise"
"ENSG00000090376","turquoise"
"ENSG00000090382","turquoise"
"ENSG00000090432","green"
"ENSG00000090487","yellow"
"ENSG00000090520","brown"
"ENSG00000090621","blue"
"ENSG00000090686","turquoise"
"ENSG00000090857","turquoise"
"ENSG00000090863","turquoise"
"ENSG00000090905","turquoise"
"ENSG00000090989","turquoise"
"ENSG00000091039","turquoise"
"ENSG00000091106","brown"
"ENSG00000091157","turquoise"
"ENSG00000091317","pink"
"ENSG00000091409","turquoise"
"ENSG00000091436","turquoise"
"ENSG00000091490","turquoise"
"ENSG00000091527","blue"
"ENSG00000091542","turquoise"
"ENSG00000091592","turquoise"
"ENSG00000091640","turquoise"
"ENSG00000092010","turquoise"
"ENSG00000092020","turquoise"
"ENSG00000092148","blue"
"ENSG00000092199","turquoise"
"ENSG00000092201","blue"
"ENSG00000092203","turquoise"
"ENSG00000092439","brown"
"ENSG00000092531","brown"
"ENSG00000092820","turquoise"
"ENSG00000092841","blue"
"ENSG00000092847","brown"
"ENSG00000092871","turquoise"
"ENSG00000092929","turquoise"
"ENSG00000093000","turquoise"
"ENSG00000093010","turquoise"
"ENSG00000093072","turquoise"
"ENSG00000093134","turquoise"
"ENSG00000093167","turquoise"
"ENSG00000093183","blue"
"ENSG00000094631","grey"
"ENSG00000094916","blue"
"ENSG00000094975","turquoise"
"ENSG00000095015","turquoise"
"ENSG00000095319","turquoise"
"ENSG00000095370","pink"
"ENSG00000095564","magenta"
"ENSG00000095787","turquoise"
"ENSG00000095906","turquoise"
"ENSG00000095932","pink"
"ENSG00000095951","blue"
"ENSG00000096060","turquoise"
"ENSG00000096063","black"
"ENSG00000096080","blue"
"ENSG00000096384","blue"
"ENSG00000096401","turquoise"
"ENSG00000096717","turquoise"
"ENSG00000096968","green"
"ENSG00000097033","turquoise"
"ENSG00000099204","turquoise"
"ENSG00000099308","turquoise"
"ENSG00000099331","turquoise"
"ENSG00000099341","turquoise"
"ENSG00000099622","turquoise"
"ENSG00000099624","yellow"
"ENSG00000099725","brown"
"ENSG00000099783","blue"
"ENSG00000099785","turquoise"
"ENSG00000099795","brown"
"ENSG00000099804","turquoise"
"ENSG00000099817","turquoise"
"ENSG00000099849","blue"
"ENSG00000099860","turquoise"
"ENSG00000099875","turquoise"
"ENSG00000099917","blue"
"ENSG00000099940","turquoise"
"ENSG00000099968","red"
"ENSG00000099977","brown"
"ENSG00000099991","turquoise"
"ENSG00000099995","pink"
"ENSG00000100030","turquoise"
"ENSG00000100034","yellow"
"ENSG00000100055","blue"
"ENSG00000100060","blue"
"ENSG00000100077","green"
"ENSG00000100083","turquoise"
"ENSG00000100092","turquoise"
"ENSG00000100097","turquoise"
"ENSG00000100100","turquoise"
"ENSG00000100104","red"
"ENSG00000100106","brown"
"ENSG00000100138","black"
"ENSG00000100201","turquoise"
"ENSG00000100207","blue"
"ENSG00000100219","turquoise"
"ENSG00000100220","brown"
"ENSG00000100225","red"
"ENSG00000100226","blue"
"ENSG00000100227","turquoise"
"ENSG00000100241","blue"
"ENSG00000100242","turquoise"
"ENSG00000100243","turquoise"
"ENSG00000100258","blue"
"ENSG00000100266","turquoise"
"ENSG00000100280","turquoise"
"ENSG00000100284","turquoise"
"ENSG00000100296","turquoise"
"ENSG00000100300","black"
"ENSG00000100307","turquoise"
"ENSG00000100316","blue"
"ENSG00000100325","red"
"ENSG00000100330","turquoise"
"ENSG00000100335","turquoise"
"ENSG00000100345","pink"
"ENSG00000100348","brown"
"ENSG00000100351","blue"
"ENSG00000100353","turquoise"
"ENSG00000100354","blue"
"ENSG00000100360","brown"
"ENSG00000100364","turquoise"
"ENSG00000100365","turquoise"
"ENSG00000100368","blue"
"ENSG00000100376","turquoise"
"ENSG00000100380","red"
"ENSG00000100387","pink"
"ENSG00000100393","brown"
"ENSG00000100395","blue"
"ENSG00000100401","turquoise"
"ENSG00000100422","blue"
"ENSG00000100441","turquoise"
"ENSG00000100450","turquoise"
"ENSG00000100453","turquoise"
"ENSG00000100461","red"
"ENSG00000100485","blue"
"ENSG00000100503","blue"
"ENSG00000100504","turquoise"
"ENSG00000100523","black"
"ENSG00000100554","yellow"
"ENSG00000100568","red"
"ENSG00000100580","green"
"ENSG00000100596","yellow"
"ENSG00000100599","turquoise"
"ENSG00000100603","blue"
"ENSG00000100605","yellow"
"ENSG00000100612","brown"
"ENSG00000100614","turquoise"
"ENSG00000100632","turquoise"
"ENSG00000100644","turquoise"
"ENSG00000100647","turquoise"
"ENSG00000100650","turquoise"
"ENSG00000100664","turquoise"
"ENSG00000100697","turquoise"
"ENSG00000100721","black"
"ENSG00000100731","turquoise"
"ENSG00000100784","turquoise"
"ENSG00000100796","turquoise"
"ENSG00000100811","blue"
"ENSG00000100813","blue"
"ENSG00000100815","blue"
"ENSG00000100823","turquoise"
"ENSG00000100836","blue"
"ENSG00000100852","blue"
"ENSG00000100888","brown"
"ENSG00000100897","black"
"ENSG00000100906","turquoise"
"ENSG00000100911","turquoise"
"ENSG00000100941","blue"
"ENSG00000100985","turquoise"
"ENSG00000101017","turquoise"
"ENSG00000101040","turquoise"
"ENSG00000101082","turquoise"
"ENSG00000101084","blue"
"ENSG00000101096","turquoise"
"ENSG00000101109","pink"
"ENSG00000101126","blue"
"ENSG00000101150","turquoise"
"ENSG00000101152","yellow"
"ENSG00000101160","blue"
"ENSG00000101161","blue"
"ENSG00000101162","turquoise"
"ENSG00000101182","turquoise"
"ENSG00000101189","brown"
"ENSG00000101191","turquoise"
"ENSG00000101193","turquoise"
"ENSG00000101224","turquoise"
"ENSG00000101236","blue"
"ENSG00000101246","turquoise"
"ENSG00000101265","brown"
"ENSG00000101266","blue"
"ENSG00000101290","turquoise"
"ENSG00000101294","turquoise"
"ENSG00000101307","turquoise"
"ENSG00000101335","black"
"ENSG00000101336","pink"
"ENSG00000101343","turquoise"
"ENSG00000101347","blue"
"ENSG00000101361","turquoise"
"ENSG00000101365","turquoise"
"ENSG00000101421","turquoise"
"ENSG00000101439","turquoise"
"ENSG00000101457","turquoise"
"ENSG00000101474","yellow"
"ENSG00000101557","turquoise"
"ENSG00000101558","turquoise"
"ENSG00000101577","blue"
"ENSG00000101596","magenta"
"ENSG00000101608","yellow"
"ENSG00000101745","turquoise"
"ENSG00000101752","brown"
"ENSG00000101782","turquoise"
"ENSG00000101849","turquoise"
"ENSG00000101916","turquoise"
"ENSG00000101940","turquoise"
"ENSG00000101966","turquoise"
"ENSG00000101972","turquoise"
"ENSG00000101974","turquoise"
"ENSG00000102007","brown"
"ENSG00000102034","pink"
"ENSG00000102054","blue"
"ENSG00000102081","blue"
"ENSG00000102096","turquoise"
"ENSG00000102119","brown"
"ENSG00000102125","blue"
"ENSG00000102144","turquoise"
"ENSG00000102245","yellow"
"ENSG00000102265","turquoise"
"ENSG00000102316","blue"
"ENSG00000102317","blue"
"ENSG00000102401","blue"
"ENSG00000102524","blue"
"ENSG00000102572","turquoise"
"ENSG00000102580","turquoise"
"ENSG00000102710","turquoise"
"ENSG00000102753","brown"
"ENSG00000102786","turquoise"
"ENSG00000102796","brown"
"ENSG00000102804","blue"
"ENSG00000102858","blue"
"ENSG00000102879","turquoise"
"ENSG00000102882","turquoise"
"ENSG00000102893","turquoise"
"ENSG00000102908","turquoise"
"ENSG00000102910","turquoise"
"ENSG00000102921","blue"
"ENSG00000102931","turquoise"
"ENSG00000102974","blue"
"ENSG00000102977","yellow"
"ENSG00000102978","blue"
"ENSG00000103035","green"
"ENSG00000103051","brown"
"ENSG00000103061","brown"
"ENSG00000103091","turquoise"
"ENSG00000103111","turquoise"
"ENSG00000103148","turquoise"
"ENSG00000103187","blue"
"ENSG00000103194","yellow"
"ENSG00000103202","yellow"
"ENSG00000103266","green"
"ENSG00000103274","turquoise"
"ENSG00000103275","turquoise"
"ENSG00000103313","blue"
"ENSG00000103326","turquoise"
"ENSG00000103342","red"
"ENSG00000103363","blue"
"ENSG00000103381","turquoise"
"ENSG00000103415","blue"
"ENSG00000103429","turquoise"
"ENSG00000103479","blue"
"ENSG00000103490","blue"
"ENSG00000103496","turquoise"
"ENSG00000103502","yellow"
"ENSG00000103522","yellow"
"ENSG00000103540","green"
"ENSG00000103549","turquoise"
"ENSG00000103550","turquoise"
"ENSG00000103569","green"
"ENSG00000103653","blue"
"ENSG00000103657","blue"
"ENSG00000103769","black"
"ENSG00000103811","turquoise"
"ENSG00000103978","turquoise"
"ENSG00000103994","turquoise"
"ENSG00000104064","turquoise"
"ENSG00000104093","turquoise"
"ENSG00000104131","turquoise"
"ENSG00000104133","blue"
"ENSG00000104164","black"
"ENSG00000104324","blue"
"ENSG00000104325","turquoise"
"ENSG00000104343","yellow"
"ENSG00000104365","turquoise"
"ENSG00000104388","turquoise"
"ENSG00000104419","pink"
"ENSG00000104447","turquoise"
"ENSG00000104517","turquoise"
"ENSG00000104522","pink"
"ENSG00000104529","blue"
"ENSG00000104643","turquoise"
"ENSG00000104660","brown"
"ENSG00000104687","turquoise"
"ENSG00000104689","turquoise"
"ENSG00000104714","blue"
"ENSG00000104763","turquoise"
"ENSG00000104765","turquoise"
"ENSG00000104774","brown"
"ENSG00000104805","red"
"ENSG00000104814","black"
"ENSG00000104824","turquoise"
"ENSG00000104852","turquoise"
"ENSG00000104856","yellow"
"ENSG00000104870","green"
"ENSG00000104886","turquoise"
"ENSG00000104892","green"
"ENSG00000104894","red"
"ENSG00000104897","turquoise"
"ENSG00000104903","blue"
"ENSG00000104904","pink"
"ENSG00000104918","blue"
"ENSG00000104946","turquoise"
"ENSG00000104957","turquoise"
"ENSG00000104964","green"
"ENSG00000104969","turquoise"
"ENSG00000104972","brown"
"ENSG00000104973","red"
"ENSG00000104979","blue"
"ENSG00000104998","green"
"ENSG00000105053","turquoise"
"ENSG00000105058","turquoise"
"ENSG00000105122","turquoise"
"ENSG00000105127","green"
"ENSG00000105176","turquoise"
"ENSG00000105193","turquoise"
"ENSG00000105197","turquoise"
"ENSG00000105202","turquoise"
"ENSG00000105205","black"
