"GeneID","Module"
"ENSG00000105127","brown"
"ENSG00000105171","yellow"
"ENSG00000105176","green"
"ENSG00000105193","blue"
"ENSG00000105202","turquoise"
"ENSG00000105205","turquoise"
"ENSG00000105220","blue"
"ENSG00000105221","turquoise"
"ENSG00000105254","blue"
"ENSG00000105258","green"
"ENSG00000105281","green"
"ENSG00000105287","turquoise"
"ENSG00000105323","turquoise"
"ENSG00000105325","red"
"ENSG00000105327","green"
"ENSG00000105329","turquoise"
"ENSG00000105339","turquoise"
"ENSG00000105352","blue"
"ENSG00000105355","turquoise"
"ENSG00000105369","blue"
"ENSG00000105372","turquoise"
"ENSG00000105373","turquoise"
"ENSG00000105374","blue"
"ENSG00000105383","green"
"ENSG00000105393","red"
"ENSG00000105397","turquoise"
"ENSG00000105401","green"
"ENSG00000105404","yellow"
"ENSG00000105426","green"
"ENSG00000105438","turquoise"
"ENSG00000105483","pink"
"ENSG00000105501","yellow"
"ENSG00000105514","turquoise"
"ENSG00000105576","turquoise"
"ENSG00000105583","green"
"ENSG00000105610","black"
"ENSG00000105612","red"
"ENSG00000105639","brown"
"ENSG00000105640","black"
"ENSG00000105656","brown"
"ENSG00000105669","blue"
"ENSG00000105671","yellow"
"ENSG00000105677","green"
"ENSG00000105698","blue"
"ENSG00000105700","yellow"
"ENSG00000105701","red"
"ENSG00000105705","brown"
"ENSG00000105810","blue"
"ENSG00000105821","blue"
"ENSG00000105835","turquoise"
"ENSG00000105851","turquoise"
"ENSG00000105856","turquoise"
"ENSG00000105887","black"
"ENSG00000105939","pink"
"ENSG00000105963","blue"
"ENSG00000105967","yellow"
"ENSG00000105968","blue"
"ENSG00000105982","turquoise"
"ENSG00000105993","blue"
"ENSG00000106003","blue"
"ENSG00000106028","turquoise"
"ENSG00000106052","turquoise"
"ENSG00000106066","turquoise"
"ENSG00000106144","blue"
"ENSG00000106153","turquoise"
"ENSG00000106211","brown"
"ENSG00000106244","brown"
"ENSG00000106245","blue"
"ENSG00000106261","blue"
"ENSG00000106263","turquoise"
"ENSG00000106346","blue"
"ENSG00000106348","turquoise"
"ENSG00000106392","blue"
"ENSG00000106415","turquoise"
"ENSG00000106443","turquoise"
"ENSG00000106460","blue"
"ENSG00000106546","red"
"ENSG00000106560","blue"
"ENSG00000106565","pink"
"ENSG00000106609","turquoise"
"ENSG00000106617","turquoise"
"ENSG00000106771","turquoise"
"ENSG00000106780","brown"
"ENSG00000106785","turquoise"
"ENSG00000106799","green"
"ENSG00000106803","green"
"ENSG00000106829","blue"
"ENSG00000106948","turquoise"
"ENSG00000106992","black"
"ENSG00000107099","turquoise"
"ENSG00000107164","green"
"ENSG00000107201","greenyellow"
"ENSG00000107223","turquoise"
"ENSG00000107262","red"
"ENSG00000107263","turquoise"
"ENSG00000107290","turquoise"
"ENSG00000107341","turquoise"
"ENSG00000107372","brown"
"ENSG00000107438","yellow"
"ENSG00000107485","turquoise"
"ENSG00000107521","yellow"
"ENSG00000107551","yellow"
"ENSG00000107560","blue"
"ENSG00000107581","black"
"ENSG00000107614","blue"
"ENSG00000107679","blue"
"ENSG00000107738","turquoise"
"ENSG00000107742","black"
"ENSG00000107771","turquoise"
"ENSG00000107829","brown"
"ENSG00000107854","yellow"
"ENSG00000107890","pink"
"ENSG00000107938","black"
"ENSG00000108021","turquoise"
"ENSG00000108055","black"
"ENSG00000108061","blue"
"ENSG00000108100","magenta"
"ENSG00000108107","turquoise"
"ENSG00000108175","turquoise"
"ENSG00000108219","purple"
"ENSG00000108244","blue"
"ENSG00000108256","turquoise"
"ENSG00000108298","turquoise"
"ENSG00000108306","turquoise"
"ENSG00000108309","red"
"ENSG00000108312","yellow"
"ENSG00000108344","black"
"ENSG00000108349","red"
"ENSG00000108405","yellow"
"ENSG00000108406","green"
"ENSG00000108424","yellow"
"ENSG00000108433","brown"
"ENSG00000108465","brown"
"ENSG00000108509","brown"
"ENSG00000108510","turquoise"
"ENSG00000108518","turquoise"
"ENSG00000108523","blue"
"ENSG00000108528","green"
"ENSG00000108582","blue"
"ENSG00000108587","green"
"ENSG00000108591","magenta"
"ENSG00000108592","pink"
"ENSG00000108599","blue"
"ENSG00000108604","blue"
"ENSG00000108622","turquoise"
"ENSG00000108639","green"
"ENSG00000108654","blue"
"ENSG00000108669","pink"
"ENSG00000108774","yellow"
"ENSG00000108798","blue"
"ENSG00000108799","yellow"
"ENSG00000108819","turquoise"
"ENSG00000108840","brown"
"ENSG00000108848","blue"
"ENSG00000108854","blue"
"ENSG00000108861","brown"
"ENSG00000108883","brown"
"ENSG00000108946","blue"
"ENSG00000108953","brown"
"ENSG00000108960","turquoise"
"ENSG00000108961","blue"
"ENSG00000109046","blue"
"ENSG00000109062","blue"
"ENSG00000109066","yellow"
"ENSG00000109103","yellow"
"ENSG00000109111","black"
"ENSG00000109118","turquoise"
"ENSG00000109171","magenta"
"ENSG00000109180","blue"
"ENSG00000109320","turquoise"
"ENSG00000109332","turquoise"
"ENSG00000109381","blue"
"ENSG00000109452","blue"
"ENSG00000109475","blue"
"ENSG00000109536","blue"
"ENSG00000109670","turquoise"
"ENSG00000109689","turquoise"
"ENSG00000109743","yellow"
"ENSG00000109756","yellow"
"ENSG00000109787","blue"
"ENSG00000109861","yellow"
"ENSG00000109919","pink"
"ENSG00000109920","black"
"ENSG00000109971","turquoise"
"ENSG00000110011","turquoise"
"ENSG00000110031","magenta"
"ENSG00000110046","turquoise"
"ENSG00000110047","turquoise"
"ENSG00000110057","greenyellow"
"ENSG00000110066","blue"
"ENSG00000110075","blue"
"ENSG00000110077","turquoise"
"ENSG00000110090","purple"
"ENSG00000110108","blue"
"ENSG00000110315","green"
"ENSG00000110321","blue"
"ENSG00000110324","brown"
"ENSG00000110330","blue"
"ENSG00000110344","black"
"ENSG00000110367","turquoise"
"ENSG00000110395","brown"
"ENSG00000110422","turquoise"
"ENSG00000110446","brown"
"ENSG00000110448","blue"
"ENSG00000110619","black"
"ENSG00000110628","brown"
"ENSG00000110651","blue"
"ENSG00000110665","magenta"
"ENSG00000110693","red"
"ENSG00000110696","red"
"ENSG00000110700","turquoise"
"ENSG00000110711","yellow"
"ENSG00000110717","yellow"
"ENSG00000110876","turquoise"
"ENSG00000110880","brown"
"ENSG00000110888","turquoise"
"ENSG00000110917","black"
"ENSG00000110931","turquoise"
"ENSG00000110934","magenta"
"ENSG00000110955","green"
"ENSG00000110958","turquoise"
"ENSG00000111011","blue"
"ENSG00000111058","turquoise"
"ENSG00000111142","turquoise"
"ENSG00000111144","blue"
"ENSG00000111203","turquoise"
"ENSG00000111224","pink"
"ENSG00000111229","turquoise"
"ENSG00000111269","pink"
"ENSG00000111276","brown"
"ENSG00000111331","greenyellow"
"ENSG00000111335","greenyellow"
"ENSG00000111348","yellow"
"ENSG00000111371","blue"
"ENSG00000111481","yellow"
"ENSG00000111530","green"
"ENSG00000111540","brown"
"ENSG00000111596","turquoise"
"ENSG00000111615","turquoise"
"ENSG00000111640","turquoise"
"ENSG00000111642","black"
"ENSG00000111644","black"
"ENSG00000111647","red"
"ENSG00000111666","black"
"ENSG00000111669","magenta"
"ENSG00000111670","turquoise"
"ENSG00000111674","brown"
"ENSG00000111678","turquoise"
"ENSG00000111679","turquoise"
"ENSG00000111707","turquoise"
"ENSG00000111716","turquoise"
"ENSG00000111727","blue"
"ENSG00000111728","yellow"
"ENSG00000111737","turquoise"
"ENSG00000111775","blue"
"ENSG00000111790","brown"
"ENSG00000111796","blue"
"ENSG00000111801","blue"
"ENSG00000111859","turquoise"
"ENSG00000111860","turquoise"
"ENSG00000111897","turquoise"
"ENSG00000111912","green"
"ENSG00000111913","pink"
"ENSG00000112062","turquoise"
"ENSG00000112078","turquoise"
"ENSG00000112079","yellow"
"ENSG00000112081","blue"
"ENSG00000112096","turquoise"
"ENSG00000112118","red"
"ENSG00000112137","brown"
"ENSG00000112146","red"
"ENSG00000112159","turquoise"
"ENSG00000112182","turquoise"
"ENSG00000112200","turquoise"
"ENSG00000112242","yellow"
"ENSG00000112245","blue"
"ENSG00000112297","green"
"ENSG00000112303","turquoise"
"ENSG00000112306","turquoise"
"ENSG00000112308","yellow"
"ENSG00000112335","red"
"ENSG00000112339","blue"
"ENSG00000112343","turquoise"
"ENSG00000112394","yellow"
"ENSG00000112406","blue"
"ENSG00000112419","blue"
"ENSG00000112514","green"
"ENSG00000112531","blue"
"ENSG00000112561","blue"
"ENSG00000112576","green"
"ENSG00000112584","pink"
"ENSG00000112658","yellow"
"ENSG00000112679","brown"
"ENSG00000112695","blue"
"ENSG00000112697","turquoise"
"ENSG00000112701","blue"
"ENSG00000112739","red"
"ENSG00000112763","turquoise"
"ENSG00000112773","blue"
"ENSG00000112851","yellow"
"ENSG00000112893","blue"
"ENSG00000112983","turquoise"
"ENSG00000113013","brown"
"ENSG00000113088","yellow"
"ENSG00000113140","blue"
"ENSG00000113141","turquoise"
"ENSG00000113161","blue"
"ENSG00000113163","turquoise"
"ENSG00000113194","turquoise"
"ENSG00000113263","blue"
"ENSG00000113269","pink"
"ENSG00000113282","turquoise"
"ENSG00000113312","green"
"ENSG00000113318","yellow"
"ENSG00000113369","turquoise"
"ENSG00000113387","blue"
"ENSG00000113391","turquoise"
"ENSG00000113407","blue"
"ENSG00000113441","brown"
"ENSG00000113522","turquoise"
"ENSG00000113532","blue"
"ENSG00000113558","green"
"ENSG00000113575","turquoise"
"ENSG00000113580","turquoise"
"ENSG00000113643","blue"
"ENSG00000113648","black"
"ENSG00000113649","brown"
"ENSG00000113658","yellow"
"ENSG00000113712","turquoise"
"ENSG00000113719","turquoise"
"ENSG00000113732","turquoise"
"ENSG00000113742","green"
"ENSG00000113749","green"
"ENSG00000113810","blue"
"ENSG00000113811","blue"
"ENSG00000113851","turquoise"
"ENSG00000113916","turquoise"
"ENSG00000113971","blue"
"ENSG00000114026","pink"
"ENSG00000114030","turquoise"
"ENSG00000114062","turquoise"
"ENSG00000114120","blue"
"ENSG00000114127","greenyellow"
"ENSG00000114209","turquoise"
"ENSG00000114302","brown"
"ENSG00000114316","turquoise"
"ENSG00000114331","brown"
"ENSG00000114353","turquoise"
"ENSG00000114391","blue"
"ENSG00000114416","turquoise"
"ENSG00000114423","yellow"
"ENSG00000114439","brown"
"ENSG00000114446","blue"
"ENSG00000114450","turquoise"
"ENSG00000114480","yellow"
"ENSG00000114503","pink"
"ENSG00000114573","turquoise"
"ENSG00000114626","turquoise"
"ENSG00000114650","turquoise"
"ENSG00000114738","green"
"ENSG00000114779","green"
"ENSG00000114784","black"
"ENSG00000114796","green"
"ENSG00000114857","turquoise"
"ENSG00000114861","brown"
"ENSG00000114867","turquoise"
"ENSG00000114902","magenta"
"ENSG00000114933","brown"
"ENSG00000114942","blue"
"ENSG00000114956","green"
"ENSG00000114978","blue"
"ENSG00000115020","brown"
"ENSG00000115053","black"
"ENSG00000115073","green"
"ENSG00000115085","green"
"ENSG00000115091","turquoise"
"ENSG00000115165","magenta"
"ENSG00000115204","yellow"
"ENSG00000115211","pink"
"ENSG00000115216","black"
"ENSG00000115232","yellow"
"ENSG00000115233","pink"
"ENSG00000115234","blue"
"ENSG00000115241","black"
"ENSG00000115267","pink"
"ENSG00000115268","turquoise"
"ENSG00000115271","turquoise"
"ENSG00000115286","turquoise"
"ENSG00000115306","brown"
"ENSG00000115307","green"
"ENSG00000115310","blue"
"ENSG00000115355","blue"
"ENSG00000115415","greenyellow"
"ENSG00000115419","blue"
"ENSG00000115464","pink"
"ENSG00000115484","yellow"
"ENSG00000115523","purple"
"ENSG00000115524","green"
"ENSG00000115548","turquoise"
"ENSG00000115561","turquoise"
"ENSG00000115590","turquoise"
"ENSG00000115649","red"
"ENSG00000115652","turquoise"
"ENSG00000115677","turquoise"
"ENSG00000115685","turquoise"
"ENSG00000115687","yellow"
"ENSG00000115694","yellow"
"ENSG00000115738","green"
"ENSG00000115756","pink"
"ENSG00000115758","yellow"
"ENSG00000115760","turquoise"
"ENSG00000115761","pink"
"ENSG00000115762","pink"
"ENSG00000115816","blue"
"ENSG00000115827","yellow"
"ENSG00000115828","blue"
"ENSG00000115866","green"
"ENSG00000115875","blue"
"ENSG00000115904","turquoise"
"ENSG00000115935","turquoise"
"ENSG00000115956","greenyellow"
"ENSG00000115977","blue"
"ENSG00000115993","red"
"ENSG00000116001","turquoise"
"ENSG00000116017","turquoise"
"ENSG00000116044","turquoise"
"ENSG00000116095","blue"
"ENSG00000116127","yellow"
"ENSG00000116161","yellow"
"ENSG00000116171","blue"
"ENSG00000116191","blue"
"ENSG00000116198","turquoise"
"ENSG00000116209","turquoise"
"ENSG00000116251","turquoise"
"ENSG00000116266","blue"
"ENSG00000116288","yellow"
"ENSG00000116299","red"
"ENSG00000116337","turquoise"
"ENSG00000116350","turquoise"
"ENSG00000116406","blue"
"ENSG00000116459","blue"
"ENSG00000116473","turquoise"
"ENSG00000116478","turquoise"
"ENSG00000116489","turquoise"
"ENSG00000116539","black"
"ENSG00000116560","blue"
"ENSG00000116580","purple"
"ENSG00000116584","blue"
"ENSG00000116604","yellow"
"ENSG00000116649","yellow"
"ENSG00000116679","brown"
"ENSG00000116685","blue"
"ENSG00000116688","pink"
"ENSG00000116691","yellow"
"ENSG00000116698","turquoise"
"ENSG00000116701","turquoise"
"ENSG00000116731","turquoise"
"ENSG00000116741","blue"
"ENSG00000116747","yellow"
"ENSG00000116754","turquoise"
"ENSG00000116786","brown"
"ENSG00000116824","blue"
"ENSG00000116852","turquoise"
"ENSG00000116871","turquoise"
"ENSG00000116918","blue"
"ENSG00000116977","blue"
"ENSG00000116984","turquoise"
"ENSG00000117000","yellow"
"ENSG00000117020","greenyellow"
"ENSG00000117091","blue"
"ENSG00000117115","blue"
"ENSG00000117151","green"
"ENSG00000117222","brown"
"ENSG00000117226","brown"
"ENSG00000117228","greenyellow"
"ENSG00000117280","blue"
"ENSG00000117298","turquoise"
"ENSG00000117318","yellow"
"ENSG00000117335","magenta"
"ENSG00000117362","turquoise"
"ENSG00000117394","red"
"ENSG00000117410","blue"
"ENSG00000117500","yellow"
"ENSG00000117505","turquoise"
"ENSG00000117523","turquoise"
"ENSG00000117528","yellow"
"ENSG00000117592","yellow"
"ENSG00000117602","blue"
"ENSG00000117614","brown"
"ENSG00000117616","blue"
"ENSG00000117625","magenta"
"ENSG00000117632","blue"
"ENSG00000117676","blue"
"ENSG00000117697","yellow"
"ENSG00000117713","brown"
"ENSG00000117899","yellow"
"ENSG00000117984","turquoise"
"ENSG00000118007","blue"
"ENSG00000118046","red"
"ENSG00000118058","turquoise"
"ENSG00000118181","blue"
"ENSG00000118217","brown"
"ENSG00000118260","blue"
"ENSG00000118308","blue"
"ENSG00000118412","yellow"
"ENSG00000118482","turquoise"
"ENSG00000118496","blue"
"ENSG00000118503","yellow"
"ENSG00000118515","yellow"
"ENSG00000118564","blue"
"ENSG00000118579","blue"
"ENSG00000118596","blue"
"ENSG00000118620","green"
"ENSG00000118680","turquoise"
"ENSG00000118689","red"
"ENSG00000118705","brown"
"ENSG00000118816","black"
"ENSG00000118855","green"
"ENSG00000118900","turquoise"
"ENSG00000118922","brown"
"ENSG00000118971","blue"
"ENSG00000119004","turquoise"
"ENSG00000119048","yellow"
"ENSG00000119138","blue"
"ENSG00000119242","green"
"ENSG00000119314","brown"
"ENSG00000119318","pink"
"ENSG00000119321","turquoise"
"ENSG00000119335","yellow"
"ENSG00000119383","turquoise"
"ENSG00000119396","blue"
"ENSG00000119397","black"
"ENSG00000119402","blue"
"ENSG00000119414","green"
"ENSG00000119487","brown"
"ENSG00000119522","brown"
"ENSG00000119535","brown"
"ENSG00000119541","brown"
"ENSG00000119559","turquoise"
"ENSG00000119596","turquoise"
"ENSG00000119616","blue"
"ENSG00000119636","red"
"ENSG00000119655","blue"
"ENSG00000119669","blue"
"ENSG00000119707","brown"
"ENSG00000119720","blue"
"ENSG00000119729","blue"
"ENSG00000119772","blue"
"ENSG00000119778","yellow"
"ENSG00000119801","turquoise"
"ENSG00000119820","blue"
"ENSG00000119844","yellow"
"ENSG00000119866","green"
"ENSG00000119900","turquoise"
"ENSG00000119906","turquoise"
"ENSG00000119912","blue"
"ENSG00000119917","blue"
"ENSG00000119922","greenyellow"
"ENSG00000119950","red"
"ENSG00000119953","blue"
"ENSG00000120063","blue"
"ENSG00000120071","blue"
"ENSG00000120129","turquoise"
"ENSG00000120253","yellow"
"ENSG00000120280","green"
"ENSG00000120306","turquoise"
"ENSG00000120594","blue"
"ENSG00000120616","green"
"ENSG00000120686","blue"
"ENSG00000120690","turquoise"
"ENSG00000120694","green"
"ENSG00000120708","blue"
"ENSG00000120709","turquoise"
"ENSG00000120727","turquoise"
"ENSG00000120733","purple"
"ENSG00000120742","yellow"
"ENSG00000120802","blue"
"ENSG00000120868","pink"
"ENSG00000120885","turquoise"
"ENSG00000120899","blue"
"ENSG00000120913","blue"
"ENSG00000120963","green"
"ENSG00000121060","turquoise"
"ENSG00000121067","brown"
"ENSG00000121073","turquoise"
"ENSG00000121104","red"
"ENSG00000121210","turquoise"
"ENSG00000121274","turquoise"
"ENSG00000121316","blue"
"ENSG00000121552","blue"
"ENSG00000121691","blue"
"ENSG00000121741","turquoise"
"ENSG00000121749","turquoise"
"ENSG00000121766","turquoise"
"ENSG00000121774","yellow"
"ENSG00000121851","blue"
"ENSG00000121858","turquoise"
"ENSG00000121879","turquoise"
"ENSG00000121892","turquoise"
"ENSG00000121966","turquoise"
"ENSG00000122008","blue"
"ENSG00000122026","turquoise"
"ENSG00000122033","blue"
"ENSG00000122034","green"
"ENSG00000122042","blue"
"ENSG00000122122","green"
"ENSG00000122218","turquoise"
"ENSG00000122223","blue"
"ENSG00000122257","yellow"
"ENSG00000122359","turquoise"
"ENSG00000122406","turquoise"
"ENSG00000122417","turquoise"
"ENSG00000122482","blue"
"ENSG00000122484","brown"
"ENSG00000122490","brown"
"ENSG00000122515","brown"
"ENSG00000122545","blue"
"ENSG00000122557","blue"
"ENSG00000122565","green"
"ENSG00000122566","black"
"ENSG00000122643","turquoise"
"ENSG00000122678","green"
"ENSG00000122692","pink"
"ENSG00000122694","green"
"ENSG00000122705","blue"
"ENSG00000122741","blue"
"ENSG00000122862","turquoise"
"ENSG00000122986","blue"
"ENSG00000123064","brown"
"ENSG00000123066","turquoise"
"ENSG00000123091","black"
"ENSG00000123104","turquoise"
"ENSG00000123124","yellow"
"ENSG00000123144","turquoise"
"ENSG00000123146","brown"
"ENSG00000123200","turquoise"
"ENSG00000123240","red"
"ENSG00000123329","yellow"
"ENSG00000123338","blue"
"ENSG00000123349","turquoise"
"ENSG00000123353","yellow"
"ENSG00000123405","red"
"ENSG00000123416","yellow"
"ENSG00000123505","blue"
"ENSG00000123609","blue"
"ENSG00000123610","turquoise"
"ENSG00000123636","turquoise"
"ENSG00000123684","blue"
"ENSG00000123700","yellow"
"ENSG00000123908","turquoise"
"ENSG00000123933","green"
"ENSG00000123983","blue"
"ENSG00000123992","brown"
"ENSG00000124098","red"
"ENSG00000124102","black"
"ENSG00000124107","turquoise"
"ENSG00000124126","turquoise"
"ENSG00000124151","turquoise"
"ENSG00000124172","turquoise"
"ENSG00000124177","turquoise"
"ENSG00000124193","turquoise"
"ENSG00000124198","blue"
"ENSG00000124201","brown"
"ENSG00000124209","yellow"
"ENSG00000124214","turquoise"
"ENSG00000124222","green"
"ENSG00000124226","blue"
"ENSG00000124228","turquoise"
"ENSG00000124243","blue"
"ENSG00000124256","blue"
"ENSG00000124275","green"
"ENSG00000124357","turquoise"
"ENSG00000124380","yellow"
"ENSG00000124406","blue"
"ENSG00000124422","turquoise"
"ENSG00000124486","brown"
"ENSG00000124491","turquoise"
"ENSG00000124496","blue"
"ENSG00000124562","blue"
"ENSG00000124570","blue"
"ENSG00000124575","red"
"ENSG00000124588","brown"
"ENSG00000124614","blue"
"ENSG00000124659","blue"
"ENSG00000124731","turquoise"
"ENSG00000124733","turquoise"
"ENSG00000124762","yellow"
"ENSG00000124772","yellow"
"ENSG00000124782","brown"
"ENSG00000124783","brown"
"ENSG00000124788","greenyellow"
"ENSG00000124795","turquoise"
"ENSG00000124831","yellow"
"ENSG00000124942","brown"
"ENSG00000125037","red"
"ENSG00000125107","brown"
"ENSG00000125148","yellow"
"ENSG00000125249","yellow"
"ENSG00000125304","brown"
"ENSG00000125347","blue"
"ENSG00000125351","turquoise"
"ENSG00000125354","turquoise"
"ENSG00000125356","green"
"ENSG00000125386","turquoise"
"ENSG00000125430","blue"
"ENSG00000125445","red"
"ENSG00000125447","turquoise"
"ENSG00000125450","yellow"
"ENSG00000125482","yellow"
"ENSG00000125505","turquoise"
"ENSG00000125520","brown"
"ENSG00000125534","yellow"
"ENSG00000125538","blue"
"ENSG00000125633","brown"
"ENSG00000125637","brown"
"ENSG00000125651","blue"
"ENSG00000125652","green"
"ENSG00000125676","brown"
"ENSG00000125686","brown"
"ENSG00000125691","blue"
"ENSG00000125735","blue"
"ENSG00000125743","turquoise"
"ENSG00000125746","turquoise"
"ENSG00000125753","turquoise"
"ENSG00000125755","turquoise"
"ENSG00000125772","turquoise"
"ENSG00000125779","blue"
"ENSG00000125810","green"
"ENSG00000125817","red"
"ENSG00000125818","yellow"
"ENSG00000125826","blue"
"ENSG00000125827","turquoise"
"ENSG00000125835","turquoise"
"ENSG00000125844","purple"
"ENSG00000125868","yellow"
"ENSG00000125870","blue"
"ENSG00000125875","brown"
"ENSG00000125898","yellow"
"ENSG00000125910","green"
"ENSG00000125944","brown"
"ENSG00000125952","yellow"
"ENSG00000125970","brown"
"ENSG00000125971","yellow"
"ENSG00000125977","yellow"
"ENSG00000125995","turquoise"
"ENSG00000126005","pink"
"ENSG00000126012","turquoise"
"ENSG00000126067","brown"
"ENSG00000126070","blue"
"ENSG00000126088","brown"
"ENSG00000126214","brown"
"ENSG00000126247","turquoise"
"ENSG00000126262","turquoise"
"ENSG00000126264","green"
"ENSG00000126267","black"
"ENSG00000126353","turquoise"
"ENSG00000126391","turquoise"
"ENSG00000126432","turquoise"
"ENSG00000126456","brown"
"ENSG00000126457","turquoise"
"ENSG00000126561","turquoise"
"ENSG00000126581","blue"
"ENSG00000126653","green"
"ENSG00000126698","magenta"
"ENSG00000126709","blue"
"ENSG00000126756","green"
"ENSG00000126759","green"
"ENSG00000126773","turquoise"
"ENSG00000126777","turquoise"
"ENSG00000126822","turquoise"
"ENSG00000126858","blue"
"ENSG00000126860","blue"
"ENSG00000126882","blue"
"ENSG00000126883","green"
"ENSG00000126934","red"
"ENSG00000126945","blue"
"ENSG00000127022","brown"
"ENSG00000127054","blue"
"ENSG00000127084","yellow"
"ENSG00000127125","blue"
"ENSG00000127152","black"
"ENSG00000127184","blue"
"ENSG00000127311","yellow"
"ENSG00000127314","blue"
"ENSG00000127328","yellow"
"ENSG00000127334","turquoise"
"ENSG00000127337","turquoise"
"ENSG00000127445","green"
"ENSG00000127481","turquoise"
"ENSG00000127483","blue"
"ENSG00000127507","turquoise"
"ENSG00000127511","turquoise"
"ENSG00000127526","turquoise"
"ENSG00000127527","turquoise"
"ENSG00000127528","magenta"
"ENSG00000127540","black"
"ENSG00000127603","turquoise"
"ENSG00000127616","turquoise"
"ENSG00000127663","brown"
"ENSG00000127774","yellow"
"ENSG00000127804","green"
"ENSG00000127824","blue"
"ENSG00000127837","blue"
"ENSG00000127884","yellow"
"ENSG00000127914","blue"
"ENSG00000127920","turquoise"
"ENSG00000127946","turquoise"
"ENSG00000127947","yellow"
"ENSG00000127948","pink"
"ENSG00000127951","blue"
"ENSG00000127954","turquoise"
"ENSG00000128159","brown"
"ENSG00000128218","yellow"
"ENSG00000128228","turquoise"
"ENSG00000128245","green"
"ENSG00000128272","turquoise"
"ENSG00000128294","turquoise"
"ENSG00000128311","turquoise"
"ENSG00000128340","blue"
"ENSG00000128383","turquoise"
"ENSG00000128487","red"
"ENSG00000128524","turquoise"
"ENSG00000128534","blue"
"ENSG00000128585","pink"
"ENSG00000128594","turquoise"
"ENSG00000128595","brown"
"ENSG00000128607","blue"
"ENSG00000128699","blue"
"ENSG00000128708","turquoise"
"ENSG00000128739","pink"
"ENSG00000128815","brown"
"ENSG00000128872","red"
"ENSG00000128881","brown"
"ENSG00000128915","blue"
"ENSG00000128923","turquoise"
"ENSG00000128928","brown"
"ENSG00000128951","green"
"ENSG00000128989","yellow"
"ENSG00000129003","blue"
"ENSG00000129055","green"
"ENSG00000129071","turquoise"
"ENSG00000129083","blue"
"ENSG00000129103","turquoise"
"ENSG00000129128","blue"
"ENSG00000129250","green"
"ENSG00000129292","brown"
"ENSG00000129315","blue"
"ENSG00000129347","brown"
"ENSG00000129351","turquoise"
"ENSG00000129353","blue"
"ENSG00000129355","blue"
"ENSG00000129472","black"
"ENSG00000129515","blue"
"ENSG00000129518","turquoise"
"ENSG00000129534","turquoise"
"ENSG00000129559","yellow"
"ENSG00000129562","blue"
"ENSG00000129625","green"
"ENSG00000129636","yellow"
"ENSG00000129657","turquoise"
"ENSG00000129667","yellow"
"ENSG00000129824","turquoise"
"ENSG00000129925","blue"
"ENSG00000129933","turquoise"
"ENSG00000130021","yellow"
"ENSG00000130066","blue"
"ENSG00000130150","green"
"ENSG00000130159","blue"
"ENSG00000130165","black"
"ENSG00000130227","red"
"ENSG00000130244","pink"
"ENSG00000130254","turquoise"
"ENSG00000130255","blue"
"ENSG00000130299","blue"
"ENSG00000130303","green"
"ENSG00000130305","magenta"
"ENSG00000130309","blue"
"ENSG00000130312","blue"
"ENSG00000130313","yellow"
"ENSG00000130332","green"
"ENSG00000130396","brown"
"ENSG00000130402","brown"
"ENSG00000130429","turquoise"
"ENSG00000130449","blue"
"ENSG00000130489","blue"
"ENSG00000130517","blue"
"ENSG00000130522","turquoise"
"ENSG00000130544","yellow"
"ENSG00000130560","blue"
"ENSG00000130589","turquoise"
"ENSG00000130592","turquoise"
"ENSG00000130638","brown"
"ENSG00000130640","pink"
"ENSG00000130703","purple"
"ENSG00000130723","brown"
"ENSG00000130724","green"
"ENSG00000130725","green"
"ENSG00000130726","green"
"ENSG00000130731","blue"
"ENSG00000130741","green"
"ENSG00000130749","turquoise"
"ENSG00000130755","blue"
"ENSG00000130758","magenta"
"ENSG00000130766","purple"
"ENSG00000130770","green"
"ENSG00000130775","brown"
"ENSG00000130779","yellow"
"ENSG00000130811","yellow"
"ENSG00000130816","turquoise"
"ENSG00000130821","yellow"
"ENSG00000130826","blue"
"ENSG00000130830","red"
"ENSG00000130939","turquoise"
"ENSG00000130985","turquoise"
"ENSG00000131002","blue"
"ENSG00000131018","turquoise"
"ENSG00000131042","turquoise"
"ENSG00000131051","blue"
"ENSG00000131100","blue"
"ENSG00000131116","blue"
"ENSG00000131143","green"
"ENSG00000131149","purple"
"ENSG00000131165","brown"
"ENSG00000131171","turquoise"
"ENSG00000131196","brown"
"ENSG00000131236","yellow"
"ENSG00000131238","turquoise"
"ENSG00000131242","turquoise"
"ENSG00000131263","turquoise"
"ENSG00000131323","yellow"
"ENSG00000131355","pink"
"ENSG00000131368","brown"
"ENSG00000131370","blue"
"ENSG00000131374","turquoise"
"ENSG00000131375","yellow"
"ENSG00000131378","turquoise"
"ENSG00000131389","turquoise"
"ENSG00000131401","green"
"ENSG00000131408","turquoise"
"ENSG00000131446","yellow"
"ENSG00000131467","turquoise"
"ENSG00000131469","blue"
"ENSG00000131473","turquoise"
"ENSG00000131495","blue"
"ENSG00000131504","turquoise"
"ENSG00000131507","pink"
"ENSG00000131508","blue"
"ENSG00000131558","pink"
"ENSG00000131626","turquoise"
"ENSG00000131634","green"
"ENSG00000131669","blue"
"ENSG00000131724","green"
"ENSG00000131759","turquoise"
"ENSG00000131797","blue"
"ENSG00000131981","black"
"ENSG00000132002","yellow"
"ENSG00000132005","turquoise"
